service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
S118552_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S118552_10,0,0,0,0,1,0,0,2026-06-23,2026-07-04
S126232_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126232_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126232_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S126232_10,0,0,0,0,1,0,0,2026-07-05,2026-09-21
S118553_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126233_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S118554_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126234_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S118623_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126236_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S118624_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126237_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S121808_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S121808_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S121808_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S121808_13,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126238_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126238_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126238_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S126238_13,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S121809_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S121809_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S121809_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126239_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126239_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126239_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S121810_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126240_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S121811_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126241_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S120865_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S120865_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S120865_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126242_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126242_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126242_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S120866_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S120866_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S120866_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S120866_13,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126243_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126243_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126243_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S126243_13,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S117136_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126244_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S121807_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S121807_13,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126245_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126245_13,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S121806_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126246_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S120867_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126247_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S113226_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S113226_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S113226_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126596_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126596_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126596_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S113227_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S113227_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S113227_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126597_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126597_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126597_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S115438_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S115438_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S125968_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S125968_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S117095_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S125969_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S115439_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S115439_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S125970_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S125970_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S117096_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S125971_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S117097_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S125972_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S117093_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S117093_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S117093_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S125983_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S125983_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S125983_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S125983_13,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S121813_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S121813_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S121813_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S125984_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S125984_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S125984_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S121814_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S125985_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S117094_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S125986_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S127041_667,0,0,0,0,0,1,0,2026-06-23,2026-06-27
S127041_668,0,0,0,0,0,1,0,2026-06-23,2026-06-27
S128480_667,0,0,0,0,0,1,0,2026-06-28,2026-09-21
S128480_668,0,0,0,0,0,1,0,2026-06-28,2026-09-21
S126870_667,0,0,0,0,0,1,0,2026-06-23,2026-06-27
S126870_668,0,0,0,0,0,1,0,2026-06-23,2026-06-27
S128481_667,0,0,0,0,0,1,0,2026-06-28,2026-09-21
S128481_668,0,0,0,0,0,1,0,2026-06-28,2026-09-21
S117084_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S124279_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S124279_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126508_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126508_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S122135_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S122135_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126509_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126509_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S126190_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126190_13,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126191_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126192_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126193_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126194_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126195_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126195_13,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126196_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126197_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126198_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126217_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126217_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126217_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S126218_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126218_28,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126219_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126219_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126219_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S126220_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126220_28,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S127847_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S127847_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S127847_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S127847_13,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126510_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126510_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126510_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S126510_13,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S127848_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126511_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S127849_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126512_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S127850_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126513_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S127851_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S127851_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S127851_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S127851_13,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126514_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126514_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126514_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S126514_13,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S127852_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126515_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S127853_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126516_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S127854_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126517_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S120612_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S120612_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S120612_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S120612_10,0,0,0,0,1,0,0,2026-06-23,2026-07-04
S126418_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126418_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126418_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S126418_10,0,0,0,0,1,0,0,2026-07-05,2026-09-21
S120614_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S120614_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S120614_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S120614_10,0,0,0,0,1,0,0,2026-06-23,2026-07-04
S126419_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126419_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126419_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S120616_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S120616_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S120616_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126420_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126420_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126420_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S120618_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S120618_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S120618_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126421_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126421_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126421_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S126421_10,0,0,0,0,1,0,0,2026-07-05,2026-09-21
S120613_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S120613_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S120613_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S120615_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S120615_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S120615_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S120617_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S120617_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S120617_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S120619_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S120619_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S120619_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126718_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S116237_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S116238_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S117612_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S117612_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S117612_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126719_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126719_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126719_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S116451_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S116451_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126720_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126720_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S117668_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126721_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S117613_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S117613_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126722_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126722_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S116453_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126723_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S117614_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S117614_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S117614_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126724_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126724_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126724_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S117669_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126725_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S117615_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126726_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S116456_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126727_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S118194_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S118194_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S118194_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S118194_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S118194_13,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126730_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126730_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126730_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126730_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S126730_13,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S118195_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S118195_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S118195_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126731_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126731_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126731_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S122194_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126732_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S118197_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S118197_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S118197_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S118197_13,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126733_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126733_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126733_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S126733_13,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S118198_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S118198_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S118198_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126734_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S118199_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126735_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S120132_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126736_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S120133_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126737_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S118202_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126738_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S118203_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126739_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S118192_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S118192_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S118192_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126740_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126740_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126740_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S118193_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S118193_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S118193_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126741_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126741_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126741_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S116233_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S116233_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S116233_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126742_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126742_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126742_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S116234_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S116234_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S116234_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126743_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126743_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126743_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S116235_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126744_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S116236_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126745_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S116264_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S116264_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S116264_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126759_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126759_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126759_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S116265_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126760_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S116266_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S116266_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S116266_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S116266_13,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126761_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126761_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126761_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S126761_13,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S116267_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126762_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S116268_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S116268_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S116268_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126763_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126763_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126763_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S116269_15,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S126764_15,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S116270_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S116270_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S116270_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126765_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126765_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126765_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S116225_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S116225_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S116225_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126768_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126768_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126768_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S116226_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S116226_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S116226_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126769_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126769_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126769_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S117532_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S117532_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S117532_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126770_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126770_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126770_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S117533_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S117533_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S117533_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126771_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126771_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126771_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S117534_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S117534_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S117534_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126772_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126772_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126772_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S117535_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S117535_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S117535_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126773_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126773_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126773_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S117536_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S117536_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S117536_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126774_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126774_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126774_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S117537_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S117537_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S117537_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126775_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126775_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126775_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S116222_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S116222_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S116222_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126776_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126776_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126776_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S116223_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S116223_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S116223_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126777_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126777_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126777_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S116224_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S116224_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S116224_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126778_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126778_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126778_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
S117861_32,1,1,1,1,1,0,0,2026-06-23,2026-07-04
S117861_21,0,0,0,0,0,0,1,2026-06-23,2026-07-04
S117861_14,0,0,0,0,0,1,0,2026-06-23,2026-07-04
S126779_21,0,0,0,0,0,0,1,2026-07-05,2026-09-21
S126779_32,1,1,1,1,1,0,0,2026-07-05,2026-09-21
S126779_14,0,0,0,0,0,1,0,2026-07-05,2026-09-21
