location_type,parent_station,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,supported_modes,iptiscode,_has_coordinates
0,,10000,10000,Albany Hwy After Armadale Rd,,-32.1479141805,116.020204025,4,Bus,,True
0,,10001,10001,Albany Hwy After Frys L,,-32.1449538888889,116.018315,3,Bus,,True
0,,10002,10002,Albany Hwy After Clarence Rd,,-32.1420584628,116.017220501,3,Bus,,True
0,,10003,10003,Albany Hwy After Rogers L,,-32.1391138888889,116.017382222222,3,Bus,,True
0,,10004,10004,Albany Hwy After Galliers Av,,-32.1364944444445,116.017608888889,3,Bus,,True
0,,10005,10005,Albany Hwy Armadale Kelmscott Hospital,Armadale Health Service (Albany Hwy),-32.1335845144,116.017766077,3,Bus,,True
0,,10006,10006,Albany Hwy After Lilian Av,,-32.1301337202,116.018116552,3,Bus,,True
0,,10007,10007,Albany Hwy After Valentine Rd,,-32.1277783333333,116.018321111111,3,Bus,,True
0,,10008,10008,Albany Hwy After Foster Rd,,-32.12358167,116.017887331,3,Bus,,True
0,,10009,10009,Albany Hwy After Church St,Albany Hwy / Church St,-32.1190221387,116.017001951,3,Bus,,True
0,,10010,10010,Albany Hwy After Davis Rd,Albany Hwy / Denny Av,-32.1166061111111,116.015872222222,3,Bus,,True
0,,10011,10011,Albany Hwy Kelmscott Stargate Shopping Ctr,Kelmscott Stargate Shop Ctr,-32.113325,116.014082222222,3,Bus,,True
0,,10012,10012,Albany Hwy After Page Rd,,-32.1100743905,116.01284248,3,Bus,,True
0,,10013,10013,Albany Hwy After Turner Pl,,-32.1082388888889,116.012628333333,3,Bus,,True
0,,10015,10015,Albany Hwy After Centre Rd,,-32.1022688888889,116.012041666667,3,Bus,,True
0,,10016,10016,Albany Hwy Before Lake Rd,,-32.0986772222223,116.012625,3,Bus,,True
0,,10017,10017,Albany Hwy After Lake Rd,,-32.0952972222222,116.013173333333,3,Bus,,True
0,,10019,10019,Albany Hwy After Tonkin Hwy,,-32.0864933333334,116.011679444444,3,Bus,,True
0,,10020,10020,Albany Hwy After Manning Av,Seaforth Stn (Albany Hwy),-32.0848327777778,116.011334444444,3,Bus,,True
0,,10021,10021,Albany Hwy After Ferres Dr,,-32.0808666666667,116.010276666667,3,Bus,,True
0,,10022,10022,Albany Hwy Before Verna St,,-32.07834,116.008545555556,3,Bus,,True
0,,10023,10023,Albany Hwy Before Clara St,,-32.0762403319,116.006815934,3,Bus,,True
0,,10024,10024,Albany Hwy After Gerald St,,-32.0736627777778,116.004297777778,3,Bus,,True
0,,10025,10025,Albany Hwy After Dorothy St,Albany Hwy / Dorothy St,-32.071495,116.001641666667,3,Bus,,True
0,,10026,10026,Albany Hwy After Main St,,-32.0694261356,115.999529308,3,Bus,,True
0,,10027,10027,Albany Hwy After Gosnells Rd,Albany Hwy / Gosnells Rd West,-32.0621955555555,115.997727777778,3,Bus,,True
0,,10028,10028,Albany Hwy Before Pitchford Av,,-32.0603116666667,115.995638888889,3,Bus,,True
0,,10029,10029,Albany Hwy After Helm St,,-32.0586535341,115.993452545,3,Bus,,True
0,,10030,10030,Albany Hwy Before The Crescent,,-32.0574724227,115.991778604,2,Bus,,True
0,,10031,10031,Albany Hwy After River Av,,-32.0554798902,115.989085117,2,Bus,,True
0,,10032,10032,Albany Hwy Before Dalziell St,,-32.0539647693,115.987306785,2,Bus,,True
0,68,10034,10034,Albany Hwy Before Olga Rd,Maddington Stn,-32.0514861111111,115.98446,2,Bus,,True
0,,10035,10035,Albany Hwy After Herbert St,Albany Hwy / Herbert St,-32.0491583333333,115.978948333333,2,Bus,,True
0,,10036,10036,Albany Hwy After Kenwick Link,Albany Hwy / Austin Av,-32.0457983333333,115.974556111111,2,Bus,,True
0,,10037,10037,Albany Hwy After Ozich Ct,,-32.0440555555555,115.973452222222,2,Bus,,True
0,,10038,10038,Albany Hwy Before Liddelow St,,-32.0419138888889,115.971990555556,2,Bus,,True
0,,10039,10039,Albany Hwy After Cooper Av,,-32.0391109663,115.970124271,2,Bus,,True
0,,10040,10040,Albany Hwy After Royal St,Albany Hwy / Royal St,-32.0360422222223,115.967974444444,2,Bus,,True
0,,10041,10041,Albany Hwy After Roe Hwy,,-32.0318238888889,115.963947222222,2,Bus,,True
0,,10042,10042,Albany Hwy After Harris St,,-32.0287478286,115.958042767,2,Bus,,True
0,,10043,10043,Albany Hwy After Beckenham St,,-32.0282033333334,115.954026666667,2,Bus,,True
0,,10044,10044,Albany Hwy After Clapham St,,-32.0278573124,115.951652844,2,Bus,,True
0,,10045,10045,Albany Hwy Before Highbury Cr,,-32.0273583333333,115.947556111111,2,Bus,,True
0,,10047,10047,Albany Hwy After Nicholson Rd,,-32.0263983333333,115.943244444444,2,Bus,,True
0,,10048,10048,Albany Hwy Before River Rd,,-32.0252588888889,115.941533333333,2,Bus,,True
0,,10049,10049,Albany Hwy After Liege St,Carousel Shop Ctr / Liege St,-32.0221095582,115.938125115,2,Bus,,True
0,,10050,10050,Albany Hwy - Carousel Shopping Ctr,Carousel Shop Ctr / Albany Hwy,-32.0192146875,115.935569997,2,Bus,,True
0,,10051,10051,Albany Hwy After Mason St,,-32.0171981765,115.932985748,2,Bus;School Bus,,True
0,,10052,10052,Albany Hwy After Wharf St,Albany Hwy / George St,-32.0161688888889,115.930303333333,2,Bus;School Bus,,True
0,,10053,10053,Albany Hwy After Manning Rd,,-32.012484439,115.927008372,2,Bus,,True
0,,10054,10054,Albany Hwy After Hamilton St,,-32.0106506772,115.92567845,2,Bus,,True
0,,10055,10055,Albany Hwy After Burton St,,-32.0087755555555,115.924328888889,2,Bus,,True
0,,10056,10056,Albany Hwy After Leach Hwy,,-32.0065959796,115.922918427,2,Bus,,True
0,,10057,10057,Albany Hwy After Bedford St,Bentley Plaza,-32.0037066666667,115.920489444444,1,Bus,,True
0,,10058,10058,Albany Hwy After Coolgardie St,,-32.0006066666667,115.917842777778,1,Bus,,True
0,,10059,10059,Albany Hwy After Walpole St,,-31.9981022222222,115.915795555556,1,Bus,,True
0,,10060,10060,Albany Hwy After Boundary Rd,,-31.995733079,115.914075842,1,Bus,,True
0,,10062,10062,Shepperton Rd After Somerset St,Shepperton Rd / Somerset St,-31.9885825661,115.910155382,1,Bus,,True
0,,10063,10063,Shepperton Rd Before Dane St,,-31.9862201986,115.908609367,1,Bus,,True
0,,10064,10064,Shepperton Rd After Mint St,Shepperton Rd / Mint St,-31.9817705555556,115.905645555556,1,Bus,,True
0,,10065,10065,Shepperton Rd Before Miller St,,-31.9791462026,115.903905842,1,Bus,,True
0,,10066,10066,Shepperton Rd After Gresham St,,-31.9764393773,115.901403542,1,Bus;School Bus,,True
0,,10067,10067,Shepperton Rd After Axon Av,,-31.97469484,115.899756552,1,Bus;School Bus,,True
0,,10068,10068,Shepperton Rd Before Harper St,,-31.9725694444444,115.897598333333,1,Bus,,True
0,,10069,10069,Shepperton Rd Before Rushton St,,-31.9705602118,115.895021493,1,Bus,,True
0,152,10070,10070,Causeway Bus Stn Stand 6,Causeway Bus Stn,-31.9682572222222,115.888872222222,1,Bus,,True
0,,10071,10071,Adelaide Tce Westend Causeway,Adelaide Tce / Westend Cway,-31.9615519278,115.876771626,FTZ,Bus,,True
0,,10072,10072,Adelaide Tce After Plain St,,-31.9605911111111,115.873911111111,FTZ,Bus,,True
0,,10073,10073,Adelaide Tce After Bennett St,,-31.9595038888889,115.870575,FTZ,Bus,,True
0,,10074,10074,Adelaide Tce After Hill St,St Georges Tce / Victoria Av,-31.9582205547,115.866641111,FTZ,Bus;School Bus,,True
0,107,10075,10075,St Georges Tce Stand 20 - After Victoria Av,,-31.9573505555555,115.864241666667,FTZ,Bus,,True
0,107,10076,10076,St Georges Tce Stand 21 - After Victoria Av,,-31.9572905555556,115.86407,FTZ,Bus,,True
0,,10077,10077,St Georges Tce Stand 22 - After Victoria Av,,-31.9570632973,115.863401333,FTZ,Bus;School Bus,,True
0,103,10080,10080,St Georges Tce Stand 23 -  Before Barrack St,,-31.956296582,115.861052578,FTZ,Bus,,True
0,103,10081,10081,St Georges Tce Stand 24 - Before Barrack St,St Georges Tce / Irwin St,-31.9561788814,115.860701857,FTZ,Bus,,True
0,103,10082,10082,St Georges Tce Stand 25 - Before Barrack St,,-31.955987335,115.860114024,FTZ,Bus;School Bus,,True
0,111,10084,10084,St Georges Tce Stand 26 - After Barrack St,,-31.95553,115.858779444444,FTZ,Bus,,True
0,112,10085,10085,St Georges Tce Stand 27 - After Sherwood Ct,,-31.9553622222222,115.858272222222,FTZ,Bus,,True
0,112,10087,10087,St Georges Tce Stand 28 - Before Howard St,,-31.9552127777778,115.857802222222,FTZ,Bus;School Bus,,True
0,,10088,10088,St Georges Tce Stand 29 - Before William St,St Georges Tce / William St,-31.9549211111111,115.856921666667,FTZ,Bus,,True
0,116,10089,10089,St Georges Tce Stand 30 - After William St,St Georges Tce / Westralia Square,-31.9542255555556,115.854717777778,FTZ,Bus,,True
0,116,10090,10090,St Georges Tce Stand 31 - After William St,St Georges Tce / Westralia Square,-31.9541603808,115.854519846,FTZ,Bus,,True
0,,10091,10091,St Georges Tce Stand 32 - Cat Id 21,St Georges Tce / Mill St,-31.95342,115.852217777778,FTZ,Bus,,True
0,,10092,10092,St Georges Tce Mount Street Cat Id 22,,-31.9527183333333,115.850038888889,FTZ,Bus,,True
0,,10093,10093,Malcolm St Harvest Terrace Cat Id 23,Malcolm St / Mitchell Fwy,-31.9530211111111,115.847492777778,FTZ,Bus,,True
0,,10094,10094,Kings Park Rd Dumas House Cat Id 32,Dumas House,-31.95377,115.842970555556,FTZ,Bus,,True
0,,10095,10095,Kings Park Rd Colin Street Cat Id 106,,-31.9527138888889,115.839775555556,FTZ,Bus,,True
0,,10096,10096,Kings Park Rd Outram Street Cat Id 107,,-31.9520161111111,115.837701111111,FTZ,Bus,,True
0,,10098,10098,Kings Park Rd Thomas Street Cat Id 108,Kings Park Rd / Thomas St,-31.9510066666667,115.834550555556,FTZ,Bus,,True
0,,10099,10099,Bagot Rd Before Bedford Av,,-31.9505505555555,115.83169,1,Bus,,True
0,,10100,10100,Bagot Rd Before Townshend Rd,,-31.9505239551,115.828898947,1,Bus,,True
0,,10101,10101,Bagot Rd Before Denis St,,-31.9504610164,115.822255308,1,Bus,,True
0,,10102,10102,Bagot Rd After Hensman Rd,,-31.9504287031,115.819090021,1,Bus,,True
0,,10103,10103,Bagot Rd After Douglas Av,,-31.9504101389,115.817312464,1,Bus,,True
0,,10104,10104,Bagot Rd After Railway Rd,,-31.9502898354,115.816837289,1,Bus,,True
0,,10105,10105,Bagot Rd Before Hensman Rd,,-31.9503230184,115.818887768,1,Bus,,True
0,,10106,10106,Bagot Rd Before Rowland St,Bagot Rd / Rokeby Rd,-31.9503605555556,115.822495555556,1,Bus,,True
0,,10107,10107,Bagot Rd Before Francis St,,-31.9504215585,115.829120901,1,Bus,,True
0,,10108,10108,Kings Park Rd Thomas Street Cat Id 140,Kings Park Rd / Thomas St,-31.9507288888889,115.834497222222,FTZ,Bus,,True
0,,10110,10110,Kings Park Rd Outram Street Cat Id 141,,-31.9518338888889,115.837891111111,FTZ,Bus,,True
0,,10111,10111,Kings Park Rd Colin Street Cat Id 142,,-31.9525461111111,115.840030555556,FTZ,Bus,,True
0,,10113,10113,Kings Park Rd Dumas House Cat Id 44,Dumas House,-31.9535733333333,115.843193888889,FTZ,Bus,,True
0,,10114,10114,Malcolm St Harvest Terrace Cat Id 29,Malcolm St / Mitchell Fwy,-31.9528022222222,115.84747,FTZ,Bus,,True
0,,10115,10115,St Georges Tce Mount Street Cat Id 30,,-31.952426627,115.849817382,FTZ,Bus,,True
0,,10116,10116,St Georges Tce Stand 2 - After Milligan St,St Georges Tce / Mill St,-31.9533461111111,115.852632222222,FTZ,Bus,,True
0,,10117,10117,St Georges Tce Stand 1 -  Cat Id 31,,-31.9531122222222,115.851915555556,FTZ,Bus,,True
0,115,10118,10118,St Georges Tce Stand 3 - Before William St,,-31.954285,115.855512777778,FTZ,Bus,,True
0,115,10121,10121,St Georges Tce Stand 4 - Before William St,St Georges Tce / William St,-31.9544272222223,115.855946111111,FTZ,Bus,,True
0,115,10122,10122,St Georges Tce Stand 5 - Before William St,St Georges Tce / William St,-31.9545272222222,115.856246666667,FTZ,Bus,,True
0,113,10123,10123,St Georges Tce Stand 6 - After William St,,-31.9549777777778,115.857602222222,FTZ,Bus,,True
0,113,10124,10124,St Georges Tce Stand 8 - Before Barrack St,,-31.9554305555556,115.858987222222,FTZ,Bus,,True
0,113,10126,10126,St Georges Tce Stand 7 - After William St,,-31.9551944444444,115.858281666667,FTZ,Bus,,True
0,104,10128,10128,St Georges Tce Stand 9 - Before Pier St,St Georges Tce / Irwin St,-31.9560538888889,115.860941666667,FTZ,Bus,,True
0,104,10129,10129,St Georges Tce Stand 10 - Before Pier St,St Georges Tce / Irwin St,-31.9561322222222,115.861180555556,FTZ,Bus,,True
0,104,10130,10130,St Georges Tce Stand 11 - Before Pier St,St Georges Tce / Irwin St,-31.9562182727,115.861446643,FTZ,Bus,,True
0,106,10132,10132,St Georges Tce Stand 12 - After Irwin St,St Georges Tce / Irwin St,-31.9569775302,115.863758403,FTZ,Bus,,True
0,108,10133,10133,St Georges Tce Stand 13 - After Irwin St,St Georges Tce / Victoria Av,-31.9570744444445,115.86406,FTZ,Bus,,True
0,108,10134,10134,St Georges Tce Stand 14 - Before Victoria Av,St Georges Tce / Victoria Av,-31.9571566666667,115.864314444444,FTZ,Bus,,True
0,,10135,10135,Adelaide Tce Before Hill St,Adelaide Tce / Hill St,-31.9583927777778,115.867760555556,FTZ,Bus,,True
0,,10136,10136,Adelaide Tce Before Bennett St,,-31.9593055555555,115.870530555556,FTZ,Bus,,True
0,,10137,10137,Adelaide Tce Before Plain St,Adelaide Tce / Plain St,-31.9604161111111,115.873990555556,FTZ,Bus,,True
0,117,10138,10138,Adelaide Tce Westend Causeway,Adelaide Tce / Westend Cway,-31.9618033333333,115.878134444444,FTZ,Bus,,True
0,117,10139,10139,Adelaide Tce Westend Causeway,Adelaide Tce / Westend Cway,-31.9619022222223,115.878317222222,FTZ,Bus,,True
0,152,10140,10140,Causeway Bus Stn Stand 4,Causeway Bus Stn,-31.9681333333334,115.888965,1,Bus,,True
0,152,10141,10141,Causeway Bus Stn Stand 3,Causeway Bus Stn,-31.9682522222222,115.889198333333,1,Bus,,True
0,152,10142,10142,Causeway Bus Stn Stand 2,Causeway Bus Stn,-31.9683355555555,115.889365555556,1,Bus,,True
0,152,10143,10143,Causeway Bus Stn Stand 1,Causeway Bus Stn,-31.9684522222222,115.889605555556,1,Bus,,True
0,,10144,10144,Shepperton Rd After Teddington Rd,,-31.9701713628,115.894533106,1,Bus,,True
0,,10145,10145,Shepperton Rd - Ursula Frayne Catholic Coll Sen,Ursula Frayne Catholic Coll Sen,-31.97249,115.897856111111,1,Bus,,True
0,,10146,10146,Shepperton Rd After Axon Av,,-31.9756227777778,115.900866111111,1,Bus,,True
0,,10147,10147,Shepperton Rd Before Miller St,,-31.9783408735,115.903536735,1,Bus,,True
0,,10148,10148,Shepperton Rd After Cardiff St,Shepperton Rd / Mint St,-31.9817844444444,115.905912222222,1,Bus,,True
0,,10149,10149,Shepperton Rd Before Dane St,,-31.9854337547,115.908312222,1,Bus,,True
0,,10150,10150,Shepperton Rd Before Somerset St,Shepperton Rd / Somerset St,-31.9884385501,115.910322862,1,Bus,,True
0,,10151,10151,Shepperton Rd After Oats St,,-31.9926793615,115.913114104,1,Bus,,True
0,,10152,10152,Albany Hwy After Wyndham St,,-31.9959175365,115.914383243,1,Bus,,True
0,,10153,10153,Albany Hwy Before Walpole St,,-31.9984711111111,115.916230555556,1,Bus,,True
0,,10154,10154,Albany Hwy After Tate St,,-32.0003833333333,115.917866111111,1,Bus,,True
0,,10155,10155,Albany Hwy After John St,Bentley Plaza,-32.0032827777778,115.920479444444,1,Bus,,True
0,,10156,10156,Albany Hwy After Alexandra Pl,,-32.0060858877,115.922783071,2,Bus,,True
0,,10157,10157,Albany Hwy Before Mills St,,-32.0086344444445,115.924667222222,2,Bus,,True
0,,10158,10158,Albany Hwy Before Hamilton St,,-32.01048,115.925993888889,2,Bus,,True
0,,10159,10159,Albany Hwy Before Mallard Wy,,-32.0128774864,115.927703855,2,Bus,,True
0,,10160,10160,Albany Hwy Before George Wy,,-32.0151005555555,115.92917,2,Bus,,True
0,,10161,10161,Albany Hwy Before Fletcher St,,-32.0169392746,115.933201628,2,Bus,,True
0,,10162,10162,Albany Hwy Carousel Shop Ctr,Carousel Shop Ctr / Albany Hwy,-32.0207688888889,115.937343888889,2,Bus,,True
0,,10163,10163,Albany Hwy Carousel Shop Ctr,Carousel Shop Ctr / Albany Hwy,-32.0209574852,115.937525927,2,Bus,,True
0,,10164,10164,Albany Hwy Before Station St,Carousel Shop Ctr / Liege St,-32.023450026,115.940082778,2,Bus,,True
0,,10165,10165,Albany Hwy After Station St,,-32.0257530094,115.942889409,2,Bus,,True
0,,10166,10166,Albany Hwy After Nicholson Rd,,-32.0269177777778,115.946640555556,2,Bus,,True
0,,10167,10167,Albany Hwy Before Clapham St,,-32.0277321179,115.951630068,2,Bus,,True
0,,10168,10168,Albany Hwy After Beckenham St,,-32.0282076762,115.955169637,2,Bus,,True
0,,10169,10169,Albany Hwy Before Peckham St,,-32.0285459939,115.957591228,2,Bus,,True
0,,10170,10170,Albany Hwy Before Apperley St,Albany Hwy / Royal St,-32.0349061111111,115.967555555556,2,Bus,,True
0,,10171,10171,Albany Hwy After Wanaping Rd,,-32.0381629722,115.969659655,2,Bus,,True
0,,10172,10172,Albany Hwy Before Liddelow St,,-32.0411595078,115.971674216,2,Bus,,True
0,,10173,10173,Albany Hwy Before Ozich Ct,,-32.0443948685,115.973879946,2,Bus,,True
0,,10174,10174,Albany Hwy After Austin Av,Albany Hwy / Austin Av,-32.0471237343,115.975811955,2,Bus,,True
0,,10175,10175,Albany Hwy After Herbert St,,-32.0490634221,115.979074273,2,Bus,,True
0,,10176,10176,Albany Hwy Before Kelvin Rd,Albany Hwy / Olga Rd,-32.05075,115.983423333333,2,Bus,,True
0,,10177,10177,Albany Hwy Before Dalziell St,,-32.0532274323,115.986835405,2,Bus,,True
0,,10178,10178,Albany Hwy Before Burwash Pl,,-32.0553021703,115.989180747,2,Bus,,True
0,,10179,10179,Albany Hwy After The Crescent,,-32.0571417656,115.991736014,2,Bus,,True
0,,10180,10180,Albany Hwy Before Helm St,,-32.0583405027,115.993424827,2,Bus,,True
0,,10181,10181,Albany Hwy Before Pitchford Av,,-32.0598512159,115.995440617,3,Bus,,True
0,,10182,10182,Albany Hwy Before Gosnells Rd,Albany Hwy / Gosnells Rd West,-32.0627038157,115.99864774,3,Bus,,True
0,,10183,10183,Albany Hwy After Fremantle Rd,,-32.0695182315,115.999884481,3,Bus,,True
0,,10184,10184,Albany Hwy Before  Dorothy  St,Albany Hwy / Dorothy St,-32.0712066666667,116.001573333333,3,Bus,,True
0,,10185,10185,Albany Hwy Before Gerald St,,-32.0735637359,116.004386167,3,Bus,,True
0,,10186,10186,Albany Hwy After Clara St,,-32.0763934586,116.007120134,3,Bus,,True
0,,10187,10187,Albany Hwy After Verna St,,-32.0786318677,116.008964563,3,Bus,,True
0,,10188,10188,Albany Hwy Before Vera St,,-32.0804363625,116.010299062,3,Bus,,True
0,,10189,10189,Albany Hwy After Manning Av,Seaforth Stn (Albany Hwy),-32.0858211111111,116.011790555556,3,Bus,,True
0,,10190,10190,Albany Hwy Before Tonkin Hwy,,-32.0871172222222,116.012052777778,3,Bus,,True
0,,10192,10192,Albany Hwy After Tonkin Hwy,,-32.0936592404,116.013467488,3,Bus,,True
0,,10193,10193,Albany Hwy Before Lake Rd,,-32.0960319946,116.01334035,3,Bus,,True
0,,10194,10194,Albany Hwy After Lake Rd,,-32.098580578,116.012890512,3,Bus,,True
0,,10195,10195,Albany Hwy Before Centre Rd,,-32.1028354764,116.012287912,3,Bus,,True
0,,10197,10197,Albany Hwy After Turner Pl,,-32.1088286987,116.012951485,3,Bus,,True
0,,10198,10198,Albany Hwy - Kelmscott Stargate Shopping Ctr,Kelmscott Stargate Shop Ctr,-32.112905,116.014066666667,3,Bus,,True
0,,10199,10199,Albany Hwy After Denny Av,Albany Hwy / Denny Av,-32.1162311111111,116.015947777778,3,Bus,,True
0,,10200,10200,Albany Hwy Before Church St,Albany Hwy / Church St,-32.118985,116.017227222222,3,Bus,,True
0,,10201,10201,Albany Hwy After Rundle St,Albany Hwy / Rundle St,-32.1236550358,116.018078184,3,Bus,,True
0,,10202,10202,Albany Hwy Before Lefroy Rd,,-32.1272155555556,116.018485,3,Bus,,True
0,,10203,10203,Albany Hwy After Ecko Rd,,-32.1307772222222,116.018286111111,3,Bus,,True
0,,10204,10204,Albany Hwy Armadale Kelmscott Hospital,Armadale Health Service (Albany Hwy),-32.1337744444444,116.018002222222,3,Bus,,True
0,,10205,10205,Albany Hwy Before Carawatha Av,,-32.1360727777778,116.017881111111,3,Bus,,True
0,,10207,10207,Albany Hwy After Caroline St,,-32.1394492831,116.0175977,3,Bus,,True
0,,10208,10208,Albany Hwy Before Clarence Rd,,-32.1416533333334,116.017456666667,3,Bus,,True
0,,10210,10210,Albany Hwy After Brian St,,-32.1458855829,116.019177738,3,Bus,,True
0,,10211,10211,Albany Hwy Before Derry Av,,-32.1481793383,116.020708161,4,Bus,,True
0,,10212,10212,William St Before Forrest St,William St / Walcott St,-31.9321712488,115.866536476,1,Bus,,True
0,,10213,10213,William St Before Grosvenor Rd,,-31.9345521673,115.866522222,1,Bus,,True
0,,10214,10214,William St Before Chatsworth Rd,,-31.9375215115,115.86593046,1,Bus,,True
0,,10215,10215,William St After Lincoln St,,-31.9398128848,115.864504847,1,Bus,,True
0,,10216,10216,William St Before Brisbane St,,-31.9424788888889,115.863463333333,1,Bus,,True
0,,10217,10217,William St After Monger St,,-31.9450412033,115.861915074,1,Bus,,True
0,,10223,10223,William St Perth Underground Station Cat Id 86,William St / Hay St Mall West,-31.9529488888889,115.857376111111,FTZ,Bus,,True
0,,10224,10224,William St Stand 1,William St / Hay St Mall West,-31.9532872222222,115.857195555556,FTZ,Bus,,True
0,,10225,10225,William St Stand 2,William St / Hay St Mall West,-31.9538811111111,115.856933888889,FTZ,Bus,,True
0,,10227,10227,Canning Hwy Before Gloucester St,,-31.971463016,115.885190172,1,Bus,,True
0,,10228,10228,Canning Hwy Before Gwenyfred Rd,Canning Hwy / Berwick St,-31.9747452364,115.882378181,1,Bus,,True
0,,10229,10229,Canning Hwy After Way Rd,,-31.9770634534,115.880434768,1,Bus,,True
0,,10230,10230,Canning Hwy Before Brandon St,,-31.9789964809,115.878877951,1,Bus,,True
0,,10231,10231,Canning Hwy Before Collins St,,-31.9815829223,115.876738085,1,Bus,,True
0,,10232,10232,Canning Hwy After Douglas Av,,-31.9844195745,115.874427049,1,Bus,,True
0,,10233,10233,Canning Hwy Before Renwick St,,-31.9860055811,115.873115478,1,Bus,,True
0,,10234,10234,Canning Hwy Before Birdwood Av,,-31.9894630535,115.870302183,1,Bus,,True
0,,10236,10236,Canning Hwy Before Monash Av,,-31.9914174187,115.868700266,1,Bus,,True
0,,10237,10237,Canning Hwy Before Preston St,,-31.9945102188,115.866180939,1,Bus,,True
0,,10239,10239,Canning Hwy After Orchid Ln,Canning Hwy / Barker Av,-31.9972794444444,115.863916111111,1,Bus;School Bus,,True
0,,10240,10240,Canning Hwy After Coode St,,-32.0000756315,115.862282638,1,Bus;School Bus,,True
0,,10241,10241,Canning Hwy Before Cale St,,-32.0027922868,115.86102435,1,Bus;School Bus,,True
0,,10243,10243,Canning Hwy Before Robert St,,-32.0067871199,115.858891561,1,Bus;School Bus,,True
0,,10245,10245,Canning Hwy After Ogilvie Rd,Canning Hwy / Ogilvie Rd,-32.0132050512,115.848429772,1,Bus;School Bus,,True
0,,10246,10246,Canning Hwy After Sleat Rd,,-32.0151115357,115.844385672,1,Bus;School Bus,,True
0,,10247,10247,Canning Hwy After Reynolds Rd,,-32.0163506847,115.841786453,1,Bus;School Bus,,True
0,,10248,10248,Canning Hwy After Ardross St,,-32.0176799862,115.838992012,1,Bus;School Bus,,True
0,,10249,10249,Canning Hwy After Tain St,,-32.0187172155,115.837089791,1,Bus;School Bus,,True
0,,10250,10250,Canning Hwy After Riseley St,,-32.0208272222222,115.833183333333,1,Bus,,True
0,,10252,10252,Canning Hwy After Collier St,,-32.0236883333333,115.830183888889,2,Bus,,True
0,,10253,10253,Canning Hwy After Cunningham St,,-32.0255605555556,115.828295555556,2,Bus,,True
0,,10254,10254,Canning Hwy Before Cantray Av,,-32.0268938888889,115.826923888889,2,Bus,,True
0,,10255,10255,Canning Hwy After Doney St,,-32.0294639398,115.822591126,2,Bus,,True
0,,10257,10257,Canning Hwy Before Coverley St,Canning Hwy / Cowan St,-32.0303958389,115.818316761,2,Bus,,True
0,,10258,10258,Canning Hwy After North Lake Rd,,-32.031217299,115.814550635,2,Bus,,True
0,,10260,10260,Canning Hwy After Latham St,Canning Hwy / Rome Rd,-32.0319678151,115.811161445,2,Bus,,True
0,,10261,10261,Canning Hwy After Rome Rd,,-32.0322504134,115.808043806,2,Bus,,True
0,,10262,10262,Canning Hwy Before Preston Point Rd,,-32.0323841848,115.804552329,2,Bus,,True
0,,10263,10263,Canning Hwy After Preston Point Rd,,-32.0326855919,115.800049975,2,Bus,,True
0,,10264,10264,Canning Hwy After Prinsep Rd,,-32.0336762779,115.796229388,2,Bus,,True
0,,10265,10265,Canning Hwy After Moreing Rd,,-32.0340988802,115.794503652,2,Bus,,True
0,,10266,10266,Canning Hwy After Hope Rd,Canning Hwy / Waddell Rd,-32.034940632,115.79074281,2,Bus,,True
0,,10267,10267,Canning Hwy Before Harris St,,-32.035608835,115.787734862,2,Bus,,True
0,,10269,10269,Canning Hwy After Mckimmie Rd,Canning Hwy / Mckimmie Rd,-32.0364659557,115.784059158,2,Bus,,True
0,,10270,10270,Canning Hwy After Adrian St,,-32.0371678027,115.781139597,2,Bus,,True
0,,10272,10272,Canning Hwy After Antony St,,-32.0381941197,115.776950554,2,Bus,,True
0,,10273,10273,Canning Hwy Before Irwin St,Canning Hwy / Irwin St,-32.0389405555555,115.773945555556,2,Bus,,True
0,,10274,10274,Canning Hwy Before Dalgety St,,-32.03983,115.771242222222,2,Bus,,True
0,,10276,10276,Canning Hwy Before Moss St,,-32.0410165729,115.767607927,2,Bus,,True
0,,10277,10277,Canning Hwy After Council Pl,,-32.0410855555556,115.763561666667,2,Bus,,True
0,,10278,10278,Canning Hwy After Stirling Hwy,,-32.0414486825,115.760891532,2,Bus,,True
0,,10279,10279,Canning Hwy Before Tuckfield St,,-32.0424644444444,115.757609444444,2,Bus,,True
0,,10280,10280,Queen Victoria St - Fremantle Traffic Bridge,,-32.0432667393,115.754437242,2,Bus,,True
0,,10281,10281,Queen Victoria St Before James St,,-32.0454127777778,115.752855555556,2,Bus,,True
0,,10282,10282,Queen Victoria St After Parry St,,-32.0479733333333,115.750944444444,2,Bus,,True
0,,10286,10286,Queen Victoria St Before Burt St,,-32.0454077777778,115.752677222222,2,Bus,,True
0,,10287,10287,Queen Victoria St - Fremantle Traffic Bridge,,-32.0434688888889,115.753832222222,2,Bus,,True
0,,10288,10288,Canning Hwy Before East St,,-32.0419211111111,115.758716666667,2,Bus,,True
0,,10290,10290,Canning Hwy Before Preston Point Rd,,-32.0409161775,115.763179827,2,Bus,,True
0,,10292,10292,Canning Hwy After Alexandra Rd,,-32.0408473113,115.767594195,2,Bus,,True
0,,10293,10293,Canning Hwy After Windsor Rd,,-32.0395838888889,115.771254444444,2,Bus,,True
